Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Death Counts,Death Counts(Per 1000),Case Counts,Case Counts(Per 1000)
54626,1289,43.8,22.65,54.23,23.12,54.38,45.62,94.72,0,0,0.85,0,2.4,2.02,28358,53646,6.9,25.56,87.42,6.29,0.5,0.5,0.83,1.32,3.15,531,2.43,61.01,38.99,864,61.46,38.54,84.56,15.44,168200,4.71,95.29,7.91,36.08,37.19,12.58,6.24,1.86,50,37.5,0,0,12.5,0,2,1.55159038,316,245.1512801
54627,1754,47.5,22.23,58.04,19.73,52.22,47.78,98.75,0.29,0,0,0,0.57,0.4,32932,63125,4.73,27.47,76.8,11.23,0.32,0,1.06,0.74,9.85,773,2.27,59.43,40.57,873,88.55,11.45,83.31,16.69,161100,2.89,97.11,5.08,40.71,33.57,13.81,6.83,0.29,60,0,0,0,40,0,0,0,493,281.0718358
54632,1210,45.7,25.37,56.78,17.85,53.39,46.61,95.37,0.58,0,0.25,0,1.98,1.82,28236,62679,11.9,30.24,78.32,12.71,0.19,0,2.8,0.56,5.42,463,2.61,63.1,36.9,582,79.55,20.45,90.5,9.5,184900,3.95,96.05,6.56,31.56,35.27,15.47,11.14,0.83,40,30,0,0,30,0,2,1.652892562,246,203.3057851
54634,4463,37,30.79,53.93,15.28,50.68,49.32,93.1,0,0,0.54,0.07,3.2,3.09,23349,50307,25.43,27.75,76.5,4.82,0.23,0,5.96,2.89,9.59,1618,2.74,60.17,39.83,1949,83.02,16.98,76.76,23.24,148600,9.34,90.66,15.74,43.45,24.88,10.99,4.93,2.06,31.52,31.52,0,0,25,11.96,13,2.912838898,647,144.9697513
54635,1787,49.8,15.56,65.14,19.31,53.33,46.67,88.98,2.8,0.95,1.57,0,2.41,3.3,32224,63144,11.76,26.67,81.41,9.03,0,0,0.53,0.74,8.3,749,2.35,60.14,39.86,980,76.43,23.57,80.77,19.23,148800,8.07,91.93,9.56,39.73,32.79,11.8,6.12,1.51,0,48.15,0,0,51.85,0,2,1.11919418,411,229.994404
54628,924,57.1,14.39,55.63,29.98,56.06,43.94,97.4,0,0,0.97,0,1.3,0.32,32007,55893,6.08,36.61,69.62,12.41,0,0,4.81,1.01,12.15,423,2.18,60.17,39.83,782,54.09,45.91,92.67,7.33,166200,3.74,96.26,8.91,38.63,29.84,10.98,11.63,2.92,29.63,33.33,7.41,0,11.11,18.52,2,2.164502165,220,238.0952381
54629,2643,46.8,20.54,56.75,22.7,52.06,47.94,96.37,0.53,0.98,0,0,1.21,0.83,31076,63688,6.74,22.68,79.9,7.82,0.14,0,3.07,0.08,7.4,1131,2.34,59.42,40.58,1325,85.36,14.64,76.92,23.08,175700,9.35,90.65,5.93,34.33,36.25,16.12,7.37,0.64,5.88,0,0,0,70.59,23.53,2,0.756715853,646,244.4192206
54630,4106,44.7,22.04,60.52,17.44,50.8,49.2,97.83,0,0.44,0.9,0,0.63,0.19,33639,66971,7.12,26.35,78.08,5.43,0,0.13,2.25,0.93,13.19,1729,2.34,57.05,42.95,1788,96.7,3.3,77.5,22.5,180900,8.16,91.84,4.76,35.94,38.69,14.87,5.74,0.63,26.92,73.08,0,0,0,0,9,2.191914272,1052,256.2104238
54631,1668,53.2,17.51,57.13,25.36,47,53,91.19,0.84,0.3,0.48,0,3.3,3.9,29188,51875,14.81,34.45,67.77,13.53,0.29,0.43,5.76,1.58,10.65,718,2.32,50.99,49.01,980,73.27,26.73,78.83,21.17,132500,9.31,90.69,9.21,30.29,40.63,13.33,6.54,7.55,61.11,0,0,0,38.89,0,0,0,406,243.4052758
53206,23612,31.5,32.21,55.93,11.86,45.43,54.57,1.66,93.16,0.15,1.02,0,2.08,1.81,13635,29260,38.41,25.83,63.6,12.28,16.67,0.3,1.51,0.11,5.08,8543,2.75,17.32,82.68,11236,76.03,23.97,29.1,70.9,47300,17.5,82.5,18.04,44.05,31.82,4,2.08,1.32,0,24.44,40.51,0,31.51,3.54,75,3.176351008,5465,231.4501101
53207,37103,36.1,19.29,67.52,13.19,49.13,50.87,77.05,2.85,0.71,1.07,0,1.88,16.19,35554,66706,10.68,22.1,76.22,6.84,4.68,1.37,2.85,0.25,7.34,16471,2.25,42.42,57.58,17379,94.78,5.22,57.57,42.43,169500,13.89,86.11,7.76,23.94,28.13,26.78,13.39,4.75,19,29.15,0.57,0.45,48.21,2.61,47,1.266743929,9144,246.4490742
53208,29205,31,28.59,62.51,8.9,48.45,51.55,32.97,40.89,0.15,12.62,0.03,5.1,8.12,22577,36436,28.46,21.61,71.21,9.28,11.77,0.58,2.2,0.13,3.81,11621,2.49,30.19,69.81,13897,83.62,16.38,37.99,62.01,149300,14.14,85.86,12.95,29.64,28.47,19.41,9.53,10.4,5.04,70.51,7.8,0.36,16.23,0.07,41,1.4038692,7541,258.2092108
53209,48321,35.4,26.9,56.66,16.45,46.15,53.85,20.37,67.43,0.35,1.74,0,2.73,4.32,22566,37288,27.35,22.53,74.42,8.15,8.51,0.25,1.01,3.06,7.04,19683,2.44,29.29,70.71,21972,89.58,10.42,42.35,57.65,104800,14.45,85.55,13.08,33.83,26.9,17.67,8.52,4.44,16.44,36.33,25.1,0,19.33,2.79,134,2.773121417,11796,244.1174645
53210,25800,30.2,32.44,59,8.56,44.03,55.97,17.75,67.89,0.16,2.24,0,5.88,5.99,23908,36378,32.46,21.97,73.71,10.06,10.3,0.23,1.75,0.1,2.85,9348,2.73,25.85,74.15,10752,86.94,13.06,35.62,64.38,110300,19.21,80.79,16.62,30.99,31.51,13.38,7.5,2.37,1.15,48.94,17.68,0,32.08,0.16,67,2.596899225,7138,276.6666667
53211,34389,29.6,13.77,73.39,12.84,49.71,50.29,82.27,3.86,0.43,5.32,0.01,3.42,4.28,44515,64532,18.51,21.61,63.98,6.01,6.79,2.57,10.3,0.4,9.28,14440,2.19,35.53,64.47,15559,92.81,7.19,41.39,58.61,343900,27.54,72.46,2.42,9.21,16.49,36.36,35.53,10.8,33.96,52.06,4.09,0.81,7.95,1.13,41,1.192241705,8636,251.1268138
53212,30115,32.2,22.59,68.09,9.32,48.95,51.05,35.01,50.29,0.38,0.89,0.01,3.19,9.57,26466,39152,25.28,21.15,68.15,6.71,10.28,2.02,4.48,0.67,7.24,13314,2.22,24.86,75.14,15666,84.99,15.01,30.64,69.36,154000,17.88,82.12,11.3,27.57,27.99,21.58,11.55,2.98,12.93,33.78,12.93,0,37.46,2.9,56,1.859538436,7302,242.4705296
53213,27755,35.4,22.67,63.65,13.68,48.05,51.95,83.18,4.96,0.19,3.6,0.03,4.41,3.42,45787,83143,6.88,20.41,81.71,4.68,1.96,0.59,3.45,0.21,7.5,11626,2.36,47.74,52.26,12048,96.5,3.5,59.29,40.71,250100,14.42,85.58,2.12,15.7,22.99,34.87,24.33,4.97,19.93,62.54,2.32,0.8,11.3,3.12,51,1.837506756,6726,242.3347145
53214,35210,37.9,19.47,65.78,14.75,51.21,48.79,68.81,6.66,1.14,2.07,0,3.78,17.19,28621,49994,13.59,21.93,77.89,8.73,5.25,0.19,2.62,0.35,4.4,16106,2.17,37.97,62.03,17245,93.4,6.6,49.91,50.09,139100,14.49,85.51,8.51,36.44,30.88,17.32,6.86,7.03,8.28,24.92,9.65,0,55.17,1.98,93,2.641295087,10370,294.5186027
53215,61028,30.3,31.61,60.44,7.95,50.84,49.16,20.44,4.97,0.53,3.92,0.01,1.73,68.36,17853,41810,24.68,22.21,71.38,18.96,3.86,0.27,2.36,0.04,2.68,18865,3.21,39.58,60.42,20914,90.2,9.8,45.51,54.49,107200,9.47,90.53,34.4,33.22,21.8,7.32,3.26,28.34,1.32,11.22,0.76,0.19,86.5,0.01,124,2.031854231,20629,338.0251688
53216,31476,34,29.21,59.8,10.98,45.56,54.44,10.51,79.44,0.1,2.56,0.02,1.73,5.51,20833,36171,23.36,24.63,75.27,9.57,8.23,0,1.52,0.12,4.01,12558,2.5,29.56,70.44,13923,90.2,9.8,42.74,57.26,88600,14.8,85.2,15.36,30.57,36.77,11.22,6.09,3.38,8.55,46.9,16.54,0.94,26.41,0.66,98,3.113483289,8747,277.8942686
53217,28398,43.6,24.7,54.83,20.48,48.25,51.75,77.7,7.79,0.09,6.47,0,2.71,5.15,65475,106911,4.06,22.32,75.01,6.31,1.6,0.48,1.9,0.09,14.26,11918,2.35,60.23,39.77,12501,95.34,4.66,70.83,29.17,348700,9.82,90.18,1.64,7.05,20.31,35.67,35.33,10.47,24.25,60.91,4.74,0.1,8.95,1.04,54,1.901542362,7041,247.9399958
53218,42728,29.3,32.96,59.04,8,46.51,53.49,9.94,71.18,0.4,9.84,0.04,2.61,5.91,17948,37737,29.68,23.45,75.73,10.01,9.21,0.03,0.59,0.09,3.75,14040,3.03,27.62,72.38,15292,91.81,8.19,40.3,59.7,85800,13.97,86.03,15.7,41.86,30.65,7.9,3.89,6.36,1.8,67.97,20.47,0,9.28,0.48,101,2.363789553,11226,262.7316982
53219,34315,37.4,22.17,62.95,14.87,47.65,52.35,67.53,3.95,0.46,2.7,0.03,2.74,22.47,29816,60232,10.57,23.01,81.98,9.45,2.41,0.48,0.9,0.13,4.33,14745,2.31,43.05,56.95,15795,93.35,6.65,64.67,35.33,145000,11.7,88.3,9.84,36.18,34.28,14.48,5.21,7.65,18.55,27.34,2.02,0,51.52,0.57,85,2.477050852,10247,298.6157657
53801,1046,47.2,21.61,58.51,19.89,49.81,50.19,88.34,0.57,0.29,0,0,0.57,10.23,27566,54205,14.18,24.63,86.51,5.36,0,0,0.79,0.4,6.94,435,2.4,69.65,30.35,800,54.37,45.62,80.92,19.08,108000,7.88,92.12,9.93,35.69,40.13,10.46,3.79,4.88,11.76,7.84,0,0,80.39,0,3,2.868068834,185,176.8642447
53802,39,36.6,17.95,66.67,15.38,58.97,41.03,100,0,0,0,0,0,0,19200,47708,15.38,0,70.59,29.41,0,0,0,0,0,21,1.86,68.75,31.25,36,58.33,41.67,61.9,38.1,85000,0,100,13.33,63.33,23.33,0,0,0,0,0,0,0,0,0,0,0,2,51.28205128
53803,1183,40.1,22.49,56.55,20.96,50.46,49.54,97.55,1.35,0.51,0,0,0.25,0.34,29272,57083,14.06,26.94,85.15,7.92,0,0,0.66,1.98,4.29,513,2.31,51.66,48.34,565,90.8,9.2,73.68,26.32,117200,7.3,92.7,8.99,36.57,35.48,10.33,8.63,0.08,0,100,0,0,0,0,1,0.845308538,304,256.9737954
53804,1396,36.9,27.01,57.59,15.4,49.14,50.86,95.92,0,0.29,0.14,0,1.22,2.44,27057,55170,12.26,24.26,79.1,8.9,0,0,3.95,0.56,7.49,535,2.61,60.09,39.91,585,91.45,8.55,80.93,19.07,131600,9.01,90.99,4.88,46.95,35.63,9.66,2.89,1.58,9.09,9.09,0,0,81.82,0,2,1.432664756,279,199.8567335
53805,5336,44.3,17.56,63.66,18.78,56.22,43.78,92.28,5.23,0.52,0.04,0,0.26,1.65,26081,44816,10.38,19.21,79.42,8.26,0,0.41,2.73,0.02,5.58,2154,2.23,49.77,50.23,2447,88.03,11.97,73.21,26.79,122800,13.79,86.21,12.88,40,31.37,10.68,5.07,0.73,10.26,5.13,0,0,84.62,0,17,3.185907046,1426,267.2413793
53806,1580,53.5,15.82,56.71,27.47,47.15,52.85,96.33,0,0,0.13,0,1.52,1.52,27379,50000,15.1,26.31,72.77,5.6,0.3,0,7.56,0.51,11.65,736,2.15,58.19,41.81,953,77.23,22.77,77.31,22.69,104600,5.48,94.52,10.81,44.22,34.74,8.25,1.98,0.57,0,22.22,0,0,77.78,0,5,3.164556962,346,218.9873418
53807,4742,41.5,22.33,56.62,21.05,51.2,48.8,97.51,0.15,0.23,0.13,0,0.25,1.73,31426,68197,5.12,19.66,78.22,5.74,0.08,0,2.55,0.64,12.76,1875,2.49,61.38,38.62,1951,96.1,3.9,81.97,18.03,174100,8.01,91.99,6.69,37.92,32.91,15.73,6.75,2.02,13.54,2.08,0,0,84.38,0,16,3.374103754,1215,256.2210038
54220,38653,45.1,20.83,57.53,21.64,49.34,50.66,85.95,1.73,0.49,4.96,0,1.74,5.01,30820,54732,11.88,15.91,82.53,7.22,0.6,1.07,2.94,0.12,4.88,16988,2.22,51.24,48.76,18612,91.27,8.73,70.56,29.44,121500,11.27,88.73,7.06,34.04,35.1,16.85,6.95,3.58,14.97,53.94,0,0.58,30.3,0.22,114,2.949318294,10305,266.602851
54227,1433,46.7,19.68,63.92,16.4,50.8,49.2,95.74,0,0.49,1.12,0,0.98,1.4,34599,71786,5.31,24.65,89.42,2.79,0,0,1.86,0.28,5.93,608,2.36,70.24,29.76,645,94.26,5.74,90.3,9.7,199000,4.93,95.07,4.37,41.17,27.51,21.38,5.58,2.44,8.57,45.71,0,0,45.71,0,3,2.093510119,396,276.3433357
54228,2919,47.4,21.31,59.27,19.42,49.88,50.12,95.34,0.1,0.07,0.14,0,1.4,2.95,31648,65122,3.27,23.26,83.28,3.05,0.13,0,3.69,0.13,9.72,1163,2.51,67.31,32.69,1288,90.3,9.7,84.35,15.65,151100,4.91,95.09,8.61,40.53,33.56,11.59,5.72,0.72,19.05,28.57,0,9.52,28.57,14.29,7,2.398081535,750,256.9373073
54229,5386,41.9,25.23,62.25,12.51,51.75,48.25,94.32,0,0.58,0,0,1.99,3.12,34247,74436,1.64,23.06,79.47,7.69,0,0.82,0.6,0.25,11.17,2169,2.48,65.09,34.91,2239,96.87,3.13,77.87,22.13,214600,5.6,94.4,3.59,39.84,34.17,17.49,4.92,0.56,0,0,0,0,100,0,8,1.485332343,1273,236.3535091
54230,4594,44.3,23.84,57.68,18.48,51.33,48.67,96.87,0.04,0.61,0.11,0,1.04,1.33,32535,66549,5.69,24.09,81.58,6.42,0.81,0.47,2.06,1.33,7.32,1819,2.53,66.59,33.41,1903,95.59,4.41,87.36,12.64,164400,5.01,94.99,6.35,45.17,29.88,13.19,5.41,0.74,14.71,8.82,0,0,76.47,0,5,1.088376143,1063,231.388768
54216,6254,47.2,18.21,57.31,24.48,50.1,49.9,94.68,0.18,0.13,0.45,0,0.61,3.97,31129,63125,9.22,25.67,75.7,9.85,0,0,1.84,0.89,11.72,2662,2.31,60.84,39.16,3114,85.48,14.52,77.2,22.8,150400,11.1,88.9,8.46,39.19,36.22,12.3,3.84,3.61,19.47,13.27,0,0.88,66.37,0,21,3.357850975,1664,266.0697154
54234,1846,61.3,14.03,41.98,43.99,48.48,51.52,96.97,0,0,0.16,0,0,2.87,31176,49688,15.66,12.56,79.65,3.75,0,0,11.98,0,4.62,909,1.98,68.46,31.54,2382,38.16,61.84,72.72,27.28,343600,20.75,79.25,0.27,20.88,27.54,31.85,19.46,4.88,70,12.22,0,0,13.33,4.44,3,1.625135428,398,215.6013001
54232,936,43.3,17.52,66.35,16.13,51.39,48.61,92.95,0,0,0,0.85,1.18,5.02,28829,48036,4.64,19.37,82.86,1.84,0.2,0,7.55,0,7.55,449,2.08,46.81,53.19,471,95.33,4.67,81.96,18.04,124600,3.5,96.5,3.63,43.1,42.68,9.48,1.12,3.1,6.9,0,0,0,93.1,0,2,2.136752137,177,189.1025641
54235,16822,50.7,17.47,56.9,25.63,49.32,50.68,91.83,0.71,1.01,0.71,0,1.71,4.03,38993,61137,8.54,15.8,82.86,8.36,0.13,0.02,1.67,0.56,6.41,8231,2.02,61.47,38.53,11979,68.71,31.29,76.38,23.62,181800,11.99,88.01,5.32,34.05,31.77,19.8,9.06,3.46,27.49,15.81,3.78,0,48.11,4.81,50,2.972298181,4253,252.8236833
54241,13893,45.9,18.75,59.79,21.46,49.1,50.9,89.98,1.04,0.24,1.31,0,2.42,5.02,29286,52758,8.08,21.07,85.42,7.79,0.72,0.41,1.38,0.55,3.73,6449,2.14,50.2,49.8,7010,92,8,74.94,25.06,103600,8.65,91.35,7.5,38.79,34.07,12.85,6.79,3.16,10.25,26.88,1.82,0.68,60.36,0,29,2.087382135,3636,261.7145325
54247,2449,43.7,17.76,67.05,15.19,51.41,48.59,94.9,0,0.33,0.16,0,0.98,3.63,35583,69353,3.33,24,82.66,7.76,0.2,0,2.41,0.8,6.16,1049,2.33,60.71,39.29,1120,93.66,6.34,85.51,14.49,174300,10.27,89.73,6.53,34.05,41.2,13.23,4.98,1.02,12,16,0,0,72,0,2,0.816659861,545,222.5398122
54301,21485,37.7,22.03,59.93,18.05,49.9,50.1,78.37,3.03,1.83,1.78,0.14,2.39,12.36,33233,62648,10.12,16.4,82.71,6.97,0.99,1.07,2.28,0.09,4.99,9448,2.21,46.3,53.7,9897,95.46,4.54,67.85,32.15,157400,15.21,84.79,8.59,27.17,31.2,21.44,11.6,6.48,12.28,19.1,16.37,0,52.26,0,61,2.839190133,7037,327.5308355
54246,828,63.4,9.54,42.03,48.43,48.43,51.57,96.38,0,0,0.48,0,0.36,2.78,37811,55500,7.22,9.54,76.81,4.52,0,0.6,5.42,0.6,12.05,406,1.98,68.07,31.93,1013,40.08,59.92,87.19,12.81,267700,10.91,89.09,3.49,17.46,31.42,28.35,19.27,1.57,53.85,15.38,0,23.08,7.69,0,3,3.623188406,103,124.3961353
54245,1950,43.8,18.62,63.59,17.79,52.51,47.49,97.38,0.1,0.51,0.21,0,0.26,1.38,33893,75156,5.54,23.35,84.55,6.25,0.61,0,2.26,0.15,5.38,845,2.31,62.39,37.61,1000,84.5,15.5,83.79,16.21,164800,6.38,93.62,5.41,35.99,37.77,15.5,5.33,1.59,41.94,12.9,0,0,45.16,0,7,3.58974359,538,275.8974359
54302,31670,33,27.31,60.69,11.99,52.13,47.87,52.26,4.5,1.48,4.7,0,3.08,33.94,25004,46513,19.83,18.51,77.06,14.55,1.23,0,2.39,0.03,3.45,12789,2.47,44.09,55.91,13342,95.86,4.14,49.88,50.12,121500,15.19,84.81,21.67,31.68,28.26,13.14,5.25,18.24,1.51,13.34,1.68,0,82.97,0.5,71,2.241869277,9533,301.01042
54303,26142,35.5,23.97,63.54,12.49,46.65,53.35,74.57,5.87,3.47,3.22,0,5.03,7.44,24818,43177,20.29,18.64,82.5,8.37,1.24,0.42,2.7,0.39,3.72,11726,2.19,38.41,61.59,12538,93.52,6.48,44.76,55.24,122000,17.57,82.43,12.15,33.6,37.56,12.34,4.36,6.74,7.21,36.97,13.86,0,41.96,0,69,2.639430801,8467,323.8849361
54304,27524,38.4,20.61,61.9,17.49,49.39,50.61,77.15,2.9,4.07,4.17,0,5.27,6.39,27554,51277,13.48,16.88,82.83,7.72,0.84,0.32,1.84,0.04,5.42,12287,2.22,43.17,56.83,12966,94.76,5.24,61.25,38.75,139100,14.96,85.04,7.81,33.29,33.95,19.23,5.72,4.21,3.37,47.84,5.96,0,39.81,3.02,80,2.90655428,8775,318.8126726
54311,35754,37,22.61,61.88,15.51,48.53,51.47,80.69,1.84,0.65,4.44,0,2.47,9.74,35941,67507,6.23,18.55,82.63,7.26,0.81,0.1,1.96,0.17,6.22,13807,2.41,52.3,47.7,14283,96.67,3.33,66.39,33.61,208000,15.94,84.06,5.89,29.11,31.09,24.73,9.18,5.77,12.32,29.53,3.78,0,53.1,1.26,55,1.538289422,10822,302.6794205
54313,40083,42.3,24.38,59.2,16.42,48.54,51.46,91.35,0.77,1.46,1.32,0,2.16,2.89,43097,93288,3,20.01,86.84,5.37,0.15,0.03,0.24,0.05,6.79,15602,2.56,65.14,34.86,15869,98.32,1.68,83.02,16.98,231000,9.73,90.27,1.72,27.5,31.93,26.14,12.71,2.18,26.77,38.56,0.69,1.03,17.39,15.56,69,1.721428037,12680,316.3435871
54401,30625,39.9,22.52,59.3,18.18,48.82,51.18,81.72,0.47,0.23,10.75,0,3.48,3.32,33982,53378,9.99,16.32,79.8,9.1,0.6,0.36,1.96,0.03,6.84,13432,2.26,54.04,45.96,14209,94.53,5.47,63,37,149000,12.34,87.66,8.78,29.97,29.82,21.65,9.79,6.4,8.27,68.37,0.46,0,20.05,2.86,116,3.787755102,9124,297.9265306
54209,1397,62.1,9.59,48.53,41.88,51.11,48.89,98.28,0,0.07,0,0,0.72,0.93,51080,70000,8.48,19.61,76.43,5.05,0.17,0,6.9,0.17,11.28,680,2.01,73.91,26.09,2179,31.21,68.79,87.94,12.06,335200,10.01,89.99,2.17,24.21,29.22,27.3,17.11,2.36,93.94,0,0,0,0,6.06,1,0.715819613,265,189.6921976
54213,1267,45.2,21.86,60.3,17.84,51.54,48.46,97.79,0,0,0,0,1.1,1.1,29523,62917,10.96,24.11,80.43,9.93,0,0,2.7,1.7,5.25,561,2.26,61.49,38.51,634,88.49,11.51,89.66,10.34,147500,5.4,94.6,3.34,37.24,36.01,17.06,6.35,0.87,27.27,0,0,0,72.73,0,1,0.789265983,363,286.5035517
54208,6487,39.3,24.48,60.91,14.61,51.98,48.02,95.67,0,0.26,0.86,0,1.5,1.71,35135,77653,6.14,22.32,84.97,5.99,0.35,0,1.8,0.78,6.12,2366,2.74,58.89,41.11,2472,95.71,4.29,84.83,15.17,198800,7.71,92.29,4.52,39.13,31.54,18.87,5.94,0.8,61.54,38.46,0,0,0,0,11,1.69569909,1760,271.3118545
54211,227,68.2,7.05,35.68,57.27,44.93,55.07,96.48,0,0,0,0,3.52,0,50485,84000,3.08,9.15,68.87,2.83,0.94,0,16.04,0,11.32,126,1.8,69.41,30.59,662,19.03,80.97,94.44,5.56,384300,2.2,97.8,1.9,3.32,28.44,40.76,25.59,0,0,0,0,0,0,0,3,13.21585903,42,185.0220264
54212,910,63.1,13.08,43.74,43.19,47.91,52.09,90,0.33,0,0,0,0.11,9.56,51769,72917,4.73,19.92,67.79,2.16,0,4.57,9.62,3.61,12.26,430,2.11,70.9,29.1,1520,28.29,71.71,89.07,10.93,347900,5.6,94.4,6.15,11.26,26.18,29.71,26.7,7.69,37.14,0,0,0,62.86,0,3,3.296703297,208,228.5714286
54210,661,62.6,8.47,43.27,48.26,44.02,55.98,93.65,0,0,0.61,0,3.93,1.21,44718,70238,3.55,12.26,75.44,14.23,0,0,1.78,0.61,7.12,350,1.85,70.89,29.11,1237,28.29,71.71,85.14,14.86,288300,11.95,88.05,3.44,16.87,18.42,35.8,25.47,8.62,54.39,38.6,0,0,7.02,0,1,1.512859304,153,231.4674735
54214,291,51.6,10.65,61.86,27.49,47.08,52.92,98.63,0,0,0,0,1.37,0,33944,62813,10.84,21.05,89.78,2.92,0,0,0,1.46,5.84,152,1.91,52.94,47.06,169,89.94,10.06,61.18,38.82,139200,11.19,88.81,5.04,42.86,40.34,7.56,4.2,0,0,0,0,0,0,0,0,0,109,374.5704467
54217,7393,40,25.56,56.78,17.65,50.83,49.17,93.83,1.08,0.49,0.23,0,0.89,3.44,33751,73990,4.71,24.37,79.92,8.56,0.13,0,2.95,0.04,8.27,2890,2.55,64.84,35.16,3264,88.54,11.46,82.35,17.65,210400,5.39,94.61,4.45,35.25,33.95,18.31,8.05,1.6,24.58,17.8,0,3.39,51.69,2.54,16,2.164209387,2288,309.4819424
54427,1298,39.6,24.81,59.48,15.72,49.92,50.08,84.44,0.23,0.54,0.23,0,0.69,13.87,28198,59250,4.86,23.72,71.76,19.78,0,0,1.09,0,7.37,537,2.42,55.79,44.21,609,88.18,11.82,78.21,21.79,147600,15.74,84.26,15.43,36.85,30.74,14.1,2.89,13.41,6.9,1.72,0,0,91.38,0,1,0.770416025,269,207.2419106
54428,941,56.9,13.28,51.43,35.28,44.85,55.15,97.87,0,0.43,1.17,0,0,0.53,28811,45833,15.83,26.18,82.6,4.13,0,0,1.77,2.65,8.85,466,2.02,55.11,44.89,1376,33.87,66.13,81.12,18.88,155200,6.3,93.7,6.04,46.59,28.22,10.89,8.27,1.38,15.38,84.62,0,0,0,0,3,3.188097768,262,278.4272051
54430,153,45.3,13.07,75.16,11.76,47.71,52.29,90.85,0,0,0,0,4.58,4.58,28648,53125,16.99,29.88,65.96,13.83,0,0,6.38,0,13.83,59,2.59,53.74,46.26,87,67.82,32.18,88.14,11.86,115000,22.88,77.12,1.72,47.41,35.34,11.21,4.31,4.58,85.71,0,0,0,14.29,0,0,0,35,228.7581699
54433,1888,42.7,25.69,52.12,22.19,53.5,46.5,98.62,0,0.05,0,0,0.95,0.37,27329,51467,10.63,33.33,73.81,10.16,0.34,0,3.72,1.81,10.16,759,2.46,59.08,40.92,1020,74.41,25.59,83.27,16.73,155900,11.27,88.73,10.68,42.34,30.32,12.02,4.63,0.37,28.57,0,0,0,14.29,57.14,9,4.766949153,332,175.8474576
54435,1959,47.6,22.66,56.3,21.03,52.37,47.63,92.09,1.17,1.33,0.2,0,2.25,2.96,29726,60603,7,33.21,82.03,9.91,0.81,0,0.69,0,6.57,822,2.37,58.67,41.33,1699,48.38,51.62,90.15,9.85,149400,7.11,92.89,10.25,37.16,38.74,10.32,3.54,0.2,0,100,0,0,0,0,10,5.104645227,399,203.6753446
54436,2320,37.8,29.96,54.66,15.39,53.88,46.12,97.07,0.22,0.34,0.26,0,0.56,1.55,23351,55606,16.25,24.63,61.85,8.96,0,1.79,2.89,2.99,21.51,836,2.77,59.74,40.26,1034,80.85,19.15,82.3,17.7,122400,8.21,91.79,19.77,44.43,24.51,9.06,2.23,1.03,25,16.67,0,0,37.5,20.83,4,1.724137931,379,163.362069
54437,2988,34.1,31.73,54.48,13.79,52.44,47.56,97.02,0,0.3,0,0,1.34,1.34,25992,53404,7.76,26.11,66.3,9.3,0,2.05,5.35,1.68,15.31,1137,2.62,55.66,44.34,1320,86.14,13.86,77.22,22.78,128800,12.16,87.84,18.62,38.83,30.67,8,3.89,0.94,10.71,39.29,0,0,50,0,5,1.673360107,559,187.08166
54440,2844,42.9,21.34,60.2,18.46,50.14,49.86,94.83,0.14,0,1.16,0,0.25,3.52,31437,68984,8.4,28.03,85.5,8.66,0.13,0.26,0.46,0.11,4.33,1153,2.46,65.08,34.92,1312,87.88,12.12,87.86,12.14,162300,6.23,93.77,10.96,48.62,25.96,10.67,3.79,2.81,15,30,0,5,50,0,13,4.571026723,806,283.4036568
54441,1016,36.4,32.68,52.76,14.57,53.74,46.26,97.05,0.1,0.2,0.3,0,2.17,0.2,33367,79375,2.17,16.17,85.93,6.65,0,0,4.94,0.95,1.52,371,2.74,70.71,29.29,371,100,0,91.91,8.09,184100,6.1,93.9,6.94,22.69,39.04,21.45,9.88,0.79,37.5,37.5,0,0,25,0,3,2.952755906,241,237.2047244
54442,1287,46.4,21.6,53.77,24.63,60.76,39.24,79.95,8.39,0.23,0.39,0,3.03,5.36,28070,61719,6.06,22.79,81.08,5.98,0.4,0,0.4,2.64,11.75,465,2.34,55.08,44.92,707,65.77,34.23,86.67,13.33,169400,25.64,74.36,2.28,41.51,40.36,10.03,5.82,0.93,25,41.67,8.33,0,25,0,3,2.331002331,234,181.8181818
54443,2156,45.5,23.84,56.03,20.13,52.37,47.63,94.25,0.37,0,1.62,0,0.97,2.78,34021,73182,6.69,25.37,84.64,5.02,0,0,0.68,1.45,8.21,836,2.58,65.1,34.9,1035,80.77,19.23,87.68,12.32,205100,12.75,87.25,6.59,39.55,29.66,17.8,6.39,2.78,28.33,46.67,0,0,25,0,3,1.391465677,552,256.0296846
