Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
06/08/2020,274,15,43,21,63,48,49,41,24,15,13,0,137,135,2,148,3,53,39,8,23,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,2,7,2,7,9,5,5,6,0,22,21,0,17,2,15,8,1,0
07/12/2021,103,0,9,11,33,23,13,10,6,6,1,0,51,52,0,18,4,37,30,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,6,3,0,1,1,6,1,0,0
11/20/2020,2301,31,124,329,529,432,371,267,192,109,72,0,1199,1100,2,859,70,399,550,87,336,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,59,27,4,1
05/27/2021,122,6,19,19,32,22,15,10,15,6,3,0,65,57,0,38,0,54,18,3,9,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,3,4,2,5,2,3,0,12,7,0,5,0,10,2,2,0
01/17/2022,2043,29,135,405,369,352,304,249,202,96,65,1,1079,951,13,540,117,265,443,100,578,0,0,0,1,8,6,5,9,0,13,16,0,7,0,13,8,1,0,7,9,9,17,18,29,19,27,0,66,69,0,38,3,51,38,1,4
05/21/2020,799,34,108,75,174,138,119,122,78,50,43,0,415,373,11,427,28,164,69,23,88,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,20,11,0,53,55,0,47,8,40,8,4,1
03/17/2020,96,1,24,0,15,21,18,17,19,2,4,0,37,59,0,9,2,39,41,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,2,5,7,3,3,0,7,17,0,4,0,16,4,0,0
10/05/2020,553,3,21,54,157,117,95,66,38,22,4,0,266,286,1,236,17,99,141,14,46,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
08/24/2020,554,3,24,91,134,111,96,66,31,18,7,0,292,259,3,299,11,69,131,19,25,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,4,2,4,3,2,3,0,8,16,0,8,1,7,6,2,0
10/27/2021,386,3,25,99,80,66,53,42,28,11,7,0,198,188,0,69,14,105,117,31,50,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,0,0,1,4,2,2,4,4,3,5,0,12,13,0,5,0,13,5,2,0
08/03/2021,443,1,13,58,140,103,53,38,34,11,6,0,228,213,2,87,18,103,159,17,59,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,1,2,0,4,9,0,1,0,5,6,1,0
08/21/2021,373,1,49,48,91,88,67,43,24,9,3,0,193,180,0,95,11,100,99,22,46,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,9,8,4,4,0,23,26,0,8,0,28,9,2,2
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,83,0,67,7,39,45,7,12,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,68,66,2,41,9,22,45,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
01/11/2021,1356,16,85,187,334,267,212,172,104,48,32,0,694,660,2,483,66,251,337,56,163,0,0,0,0,0,2,5,9,0,6,10,0,5,2,4,5,0,0,2,2,6,7,16,20,15,17,0,39,46,0,17,5,47,13,3,0
06/26/2021,20,0,4,3,4,8,3,0,2,0,0,0,11,9,0,6,2,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,0,2,0,0,0
11/15/2020,834,13,124,86,191,161,138,110,84,35,28,1,443,391,0,252,30,162,269,41,80,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,45,2,52,19,4,2
04/10/2020,571,32,155,22,80,101,99,107,85,42,35,0,257,314,0,189,29,222,85,25,21,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,27,28,0,63,92,0,51,4,67,23,9,1
07/02/2020,256,6,25,25,80,44,39,28,22,10,8,0,144,112,0,89,9,67,61,5,25,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,1,5,4,4,2,4,1,4,0,12,13,0,7,0,9,6,2,1
12/06/2020,708,27,91,72,160,128,111,99,72,48,18,0,374,332,2,226,29,151,195,18,89,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,29,1,37,22,1,1
09/13/2020,123,3,26,12,37,30,19,13,9,3,0,0,61,62,0,43,3,16,44,5,12,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,5,2,2,0,14,12,0,11,0,4,10,1,0
11/18/2021,635,9,38,164,121,145,90,56,31,16,12,0,323,308,4,100,21,131,205,49,129,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,6,3,18,9,2,0
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,52,1,39,10,2,17,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,13,1,23,1,0,1
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,11,217,82,17,20,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,20,7,1
06/04/2021,75,6,17,18,18,8,10,7,9,3,2,0,37,38,0,21,1,34,11,2,6,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,8,2,0,0,5,12,0,3,0,11,1,1,1
11/19/2020,2169,17,119,250,526,458,358,278,187,83,29,0,1117,1047,5,890,59,352,491,89,288,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,10,17,20,21,26,17,0,56,63,0,37,5,40,30,5,2
11/25/2020,1834,17,110,260,432,354,257,237,165,84,45,0,970,858,6,655,54,361,407,86,271,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,7,8,11,19,26,17,20,0,57,53,0,38,5,33,26,6,2
11/03/2021,521,8,34,144,98,104,58,56,32,17,12,0,280,234,7,64,11,163,163,39,81,0,0,2,1,0,0,1,4,0,5,3,0,3,1,3,1,0,0,0,3,7,1,5,6,7,5,0,22,12,0,4,0,16,10,3,1
06/11/2020,201,10,28,19,62,27,28,33,19,9,4,0,108,89,4,102,3,41,31,8,16,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
10/02/2020,414,4,27,46,107,98,59,40,23,30,11,0,205,208,1,182,15,44,125,16,32,0,0,0,0,1,0,2,1,0,2,2,0,2,0,1,1,0,0,0,3,4,4,4,4,4,4,0,14,12,1,8,3,8,7,1,0
07/06/2020,283,5,31,23,80,66,41,35,21,11,6,0,150,129,4,95,10,80,53,6,39,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,7,1,16,6,0,1
06/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,20,31,0,14,2,12,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
08/17/2021,560,3,38,81,156,128,79,57,36,15,8,0,272,284,4,119,24,166,160,29,62,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,6,1,9,7,5,6,0,24,14,0,8,0,21,8,1,0
09/05/2021,320,4,30,76,70,62,45,43,14,4,6,0,170,150,0,72,13,86,93,20,36,0,0,0,0,1,1,1,1,0,2,2,0,0,0,2,2,0,0,1,3,3,4,10,4,3,2,0,17,13,0,6,1,16,5,2,0
08/12/2021,594,2,30,61,175,179,79,49,26,19,6,0,288,304,2,111,26,125,220,23,89,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,6,0,13,17,0,4,0,14,9,2,1
07/16/2021,155,1,10,23,42,48,14,18,6,3,1,0,79,75,1,24,8,41,55,1,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,3,0,2,0,5,5,0,2,0,7,1,0,0
10/17/2021,200,10,11,38,42,49,25,18,12,10,6,0,116,84,0,31,11,33,90,16,19,0,0,1,1,0,1,4,3,0,3,7,0,1,1,5,3,0,0,0,3,1,0,3,2,0,2,0,8,3,0,2,0,6,3,0,0
06/18/2020,184,14,29,24,43,34,30,29,9,5,10,0,94,88,2,90,7,36,31,2,18,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,6,0,16,13,0,11,0,9,9,0,0
07/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,38,4,47,38,11,16,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
09/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,176,6,58,97,4,24,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,10,0,10,9,1,2
10/29/2021,370,2,18,80,65,72,67,37,29,14,6,0,183,186,1,74,24,74,107,52,39,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,3,5,5,1,0,7,11,0,5,0,6,5,2,0
07/18/2020,132,4,15,13,37,25,21,19,9,5,3,0,61,71,0,44,1,47,22,3,15,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,0,1,2,2,7,2,0,8,7,0,1,0,11,2,0,1
08/05/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,180,4,87,79,11,17,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
01/26/2022,1234,23,59,347,253,208,156,102,83,43,42,0,652,572,10,283,60,202,369,68,252,0,0,0,1,2,4,6,10,0,12,11,0,4,0,10,9,0,0,1,2,5,5,6,10,10,20,0,30,29,0,14,4,13,27,0,1
09/27/2021,472,6,37,121,99,90,47,55,40,10,10,0,247,223,2,99,13,140,148,28,44,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,3,6,3,10,8,4,3,0,21,16,0,4,2,17,12,1,1
06/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,14,2,11,8,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,3,0,9,1,0,1
06/06/2021,58,7,16,10,19,8,7,5,5,3,1,0,32,26,0,12,0,28,10,2,6,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,3,2,2,5,0,4,0,0,11,5,0,4,0,10,2,0,0
08/06/2021,466,5,27,67,136,125,51,42,26,15,4,0,223,242,1,102,23,119,141,16,65,1,0,1,0,0,0,1,2,0,1,4,0,1,0,3,1,0,0,2,3,5,5,7,2,3,0,0,13,14,0,6,0,17,4,0,0
10/20/2021,323,5,13,68,87,52,41,31,28,11,5,0,146,175,2,71,16,77,101,16,42,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,4,2,3,0,7,6,0,2,0,7,2,1,1
04/01/2020,461,24,181,3,57,68,87,85,91,41,29,0,245,216,0,105,24,237,65,16,14,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,38,5,102,25,8,3
01/30/2021,419,12,35,76,84,78,52,54,44,20,11,0,219,198,2,163,18,82,104,14,38,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,4,5,4,8,7,5,0,12,23,0,12,0,16,7,0,0
04/06/2020,583,22,200,5,78,96,103,110,94,56,41,0,303,280,0,152,24,247,106,27,27,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,5,22,16,41,60,29,27,0,110,90,0,44,10,113,22,9,2
10/04/2021,430,3,23,105,84,80,53,48,33,22,5,0,213,215,2,75,19,125,136,24,51,0,0,0,0,0,2,1,0,0,1,2,0,1,0,0,2,0,0,0,4,5,2,4,3,2,3,0,14,9,0,6,0,8,6,3,0
04/03/2020,466,24,160,2,71,64,77,94,79,49,30,0,254,212,0,121,28,197,84,15,21,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,9,23,26,39,33,21,0,75,85,0,37,4,92,19,5,3
12/24/2021,3743,16,188,623,915,780,584,446,231,103,61,0,2011,1682,50,522,120,1219,860,422,600,0,0,0,0,0,6,2,8,0,7,9,0,3,3,6,4,0,0,15,20,14,24,28,35,26,26,0,95,93,0,26,2,120,32,4,4
11/06/2021,316,4,18,62,62,75,48,31,22,9,7,0,158,154,4,46,4,58,105,34,69,0,0,0,0,0,1,0,3,0,2,2,0,0,0,4,0,0,0,0,2,4,2,0,1,5,4,0,9,9,0,4,1,6,5,1,1
08/31/2020,413,2,30,58,121,72,60,49,29,15,9,0,217,195,1,189,4,63,101,16,40,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,2,5,2,4,4,6,0,14,16,0,5,1,16,4,3,1
07/26/2020,97,6,18,7,24,25,11,16,8,4,2,0,49,48,0,33,4,20,29,3,8,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
12/24/2020,620,21,49,69,128,129,83,84,66,32,29,0,304,312,4,172,29,111,208,27,73,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,1,3,8,6,9,8,12,0,23,26,0,15,2,17,14,1,0
09/07/2021,577,3,47,119,133,99,86,61,41,23,15,0,300,273,4,131,23,150,146,20,107,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,5,7,6,13,7,4,0,28,19,0,13,3,21,8,2,0
04/17/2021,438,6,63,70,98,96,78,46,24,14,12,0,237,201,0,134,25,163,81,12,23,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,8,4,11,12,6,10,11,0,35,28,0,16,2,35,7,2,1
01/08/2022,3349,29,184,614,654,627,556,383,292,150,72,1,1781,1553,15,861,201,499,788,252,748,0,0,0,3,1,8,6,11,0,15,14,0,4,0,19,6,0,0,4,10,15,14,31,46,24,40,0,100,84,0,40,7,84,42,8,3
08/21/2020,430,5,21,60,139,88,46,54,29,11,3,0,242,186,2,230,17,56,92,16,19,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,5,4,3,4,0,12,8,1,11,0,6,3,1,0
09/11/2020,342,5,19,51,93,83,40,37,21,14,3,0,171,170,1,157,7,46,89,13,30,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,3,2,1,5,5,1,2,0,9,10,0,11,1,3,3,1,0
01/26/2021,643,12,55,77,156,122,113,88,46,29,12,0,314,328,1,214,26,139,177,37,50,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,1,5,5,3,10,12,9,10,0,28,27,0,15,1,23,11,4,1
03/16/2021,451,3,29,85,131,100,51,41,23,18,2,0,253,198,0,115,16,114,159,24,23,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,6,3,2,0,14,15,0,4,0,20,5,0,0
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,12,2,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
04/19/2021,660,7,55,120,162,140,123,72,33,8,2,0,357,302,1,174,33,228,138,30,57,0,0,1,0,1,2,0,3,0,3,4,0,2,0,4,1,0,0,2,5,2,10,20,8,4,4,0,25,30,0,7,1,32,11,1,3
09/28/2020,419,2,28,56,101,76,69,53,39,14,11,0,217,201,1,198,5,60,100,13,43,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,5,0,14,14,0,7,1,12,6,2,0
01/12/2021,1087,12,56,139,288,190,150,132,104,50,34,0,566,521,0,380,52,226,271,44,114,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,11,7,1,5,11,13,8,0,24,32,0,19,1,28,6,2,0
10/05/2021,384,3,21,97,83,80,50,32,21,13,8,0,192,190,2,70,16,104,125,21,48,0,0,0,0,0,1,1,1,0,1,2,0,1,1,0,1,0,0,1,2,4,2,2,4,4,2,0,11,10,0,6,1,7,4,3,0
04/23/2021,533,7,50,93,130,99,83,62,40,16,10,0,291,241,1,136,31,197,95,16,58,0,0,1,0,3,0,3,0,0,2,5,0,1,2,3,1,0,0,2,2,11,6,7,10,8,4,0,24,26,0,11,0,33,4,1,1
02/28/2021,149,3,19,16,34,34,22,17,19,5,2,0,68,80,1,32,14,31,52,4,16,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,4,0,0,10,1,3,0,11,8,0,3,1,9,5,0,1
02/08/2021,386,13,51,47,74,67,60,54,44,19,21,0,207,178,1,120,19,97,100,16,34,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,4,7,3,13,9,0,28,23,0,12,0,19,17,2,1
10/22/2020,1307,4,67,146,331,308,214,137,92,53,26,0,682,623,2,542,32,195,353,45,140,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,6,8,14,9,9,16,0,42,25,0,25,1,20,15,5,1
09/21/2021,469,6,33,120,98,82,65,48,30,18,8,0,245,218,6,90,15,141,142,28,53,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,9,4,5,0,16,17,0,7,0,21,5,0,0
03/17/2021,483,9,28,47,165,104,70,49,35,9,4,0,241,242,0,101,28,105,183,17,49,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,3,4,5,5,3,3,0,15,13,0,7,1,17,3,0,0
04/14/2020,666,33,166,16,102,121,122,126,78,51,50,0,356,310,0,255,27,217,103,28,36,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,19,37,30,29,28,0,71,95,0,58,3,70,27,7,1
02/12/2022,221,5,27,39,38,37,26,26,24,20,11,0,109,110,2,48,12,34,69,12,46,0,0,0,1,1,0,3,0,0,3,2,0,2,0,3,0,0,0,2,3,2,4,0,7,5,4,0,9,18,0,8,1,12,4,1,1
08/18/2020,412,1,25,50,130,79,60,46,22,21,4,0,212,200,0,195,10,67,106,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,11,0,9,3,1,1
04/30/2020,1274,40,168,57,230,221,230,189,150,95,102,0,628,644,2,632,24,269,174,39,136,0,0,3,0,4,8,11,14,0,17,23,0,13,1,18,8,0,0,1,11,16,12,34,40,24,30,0,76,92,0,64,8,57,31,6,2
01/06/2022,5862,36,253,999,1255,1125,817,734,494,248,185,5,3122,2692,48,1342,267,1085,1345,400,1423,0,1,0,2,8,5,8,12,0,21,15,0,7,2,18,9,0,0,9,25,17,25,37,46,40,54,0,142,111,0,56,8,123,58,3,5
01/04/2022,9677,31,299,2590,1908,1718,1178,1083,687,320,183,10,5299,4285,93,2240,418,2050,2072,628,2269,0,0,0,3,3,5,8,12,0,19,12,0,6,0,17,8,0,0,13,36,27,26,50,46,45,56,0,172,127,0,71,4,144,61,11,8
01/25/2021,858,11,66,102,198,173,130,106,97,32,20,0,458,399,1,318,32,169,212,29,98,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,4,3,14,17,13,10,0,33,33,0,14,1,28,20,2,1
04/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,206,253,0,154,19,177,59,21,29,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,58,6,65,22,7,0
09/03/2021,511,6,45,122,129,96,76,35,24,20,9,0,244,266,1,104,24,128,132,29,94,0,0,0,2,0,1,2,1,0,3,3,0,2,0,4,0,0,0,3,4,6,8,8,6,8,2,0,19,26,0,14,0,20,8,0,3
03/24/2021,684,6,32,63,250,168,79,72,33,12,7,0,333,350,1,154,15,141,286,25,63,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,3,2,0,20,12,0,10,2,10,5,3,2
01/16/2021,624,15,63,84,141,104,112,82,63,28,9,1,355,269,0,277,25,101,147,22,52,0,0,0,1,1,5,5,3,0,8,7,0,9,1,2,3,0,0,2,4,3,5,7,15,13,13,1,29,34,0,17,1,25,18,2,0
12/20/2020,581,30,70,62,139,116,94,70,48,31,21,0,303,277,1,169,37,110,206,20,39,0,0,0,3,3,9,10,5,0,8,22,0,13,1,10,6,0,0,3,9,5,6,10,12,15,10,0,40,30,0,18,2,33,10,2,5
05/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,144,6,55,23,12,39,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,37,10,5,6
11/22/2021,785,3,45,193,151,155,113,77,53,22,20,1,401,376,8,142,22,186,228,59,148,0,0,0,0,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,3,7,3,6,11,9,6,0,22,23,0,8,0,18,14,3,2
05/18/2020,945,33,113,67,235,152,190,149,83,46,23,0,495,441,9,511,13,182,94,24,121,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,21,13,22,16,0,52,61,0,46,0,49,16,1,1
03/19/2021,441,2,30,64,145,106,49,37,21,13,6,0,220,221,0,125,28,92,142,16,38,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,3,3,3,4,7,5,4,0,16,14,0,10,0,15,5,0,0
11/02/2020,2323,15,109,271,556,506,372,311,186,75,46,0,1188,1126,9,912,61,394,573,86,297,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,31,3,45,26,2,2
07/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,194,166,2,183,11,87,59,8,14,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
07/17/2020,325,3,26,35,102,66,48,35,21,13,5,0,169,156,0,136,7,81,66,12,23,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,6,0,1
12/20/2021,5484,13,135,818,1569,1356,775,506,274,125,59,2,2906,2526,52,685,174,1441,1575,481,1128,0,0,0,0,2,4,5,2,0,5,8,0,2,1,5,5,0,0,2,12,11,10,38,28,21,13,0,60,75,0,30,3,69,26,4,3
07/04/2021,18,1,5,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,3,2,0,0,0,2,2,1,0
06/09/2020,255,23,38,19,50,34,46,44,38,14,10,0,115,137,3,116,4,56,45,12,22,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,10,0,19,8,1,0
04/23/2020,1468,36,167,32,194,206,223,240,245,161,167,0,782,684,2,545,24,497,200,63,139,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,57,31,10,2
04/06/2021,857,4,67,134,234,185,125,90,56,18,15,0,438,417,2,231,66,247,211,29,73,0,0,0,0,1,3,0,0,0,0,4,0,3,0,1,0,0,0,0,2,8,10,17,14,8,8,0,29,38,0,12,2,41,7,3,2
05/21/2021,246,6,30,53,49,45,36,33,18,6,6,0,141,105,0,51,11,108,43,4,29,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,3,1,2,10,7,4,3,0,19,11,0,2,1,20,4,1,2
03/11/2020,13,0,7,0,4,1,3,3,2,0,0,0,4,9,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,3,0,1,0,5,1,0,0
04/13/2020,694,32,153,10,99,115,127,160,91,53,39,0,354,340,0,265,28,230,103,28,40,0,0,1,5,3,7,7,9,0,14,18,0,11,2,17,2,0,0,1,5,11,11,41,28,27,29,0,65,88,0,37,6,70,30,10,0
06/10/2020,233,12,29,10,57,46,31,36,26,18,9,0,129,102,2,114,4,52,34,4,25,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,7,1,16,5,0,0
05/27/2020,615,26,65,70,125,101,116,83,66,32,22,0,318,288,9,332,13,121,56,20,73,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,25,1,20,16,2,1
03/25/2021,674,3,35,75,243,160,81,58,35,17,5,0,309,365,0,156,24,130,267,30,67,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,3,5,6,7,7,5,1,0,14,21,0,8,0,18,7,2,0
02/11/2021,438,10,41,64,102,82,58,61,44,19,8,0,212,226,0,138,21,79,141,22,37,0,0,0,2,2,3,0,3,0,2,8,0,5,0,3,2,0,0,3,5,3,2,5,13,6,4,0,22,19,0,12,2,17,9,0,1
09/15/2021,521,4,16,118,125,109,65,50,38,10,6,0,275,244,2,107,19,158,151,37,49,0,1,0,0,0,1,0,2,0,3,1,0,1,0,2,1,0,0,0,2,2,2,3,5,1,1,0,9,7,0,2,0,7,7,0,0
